15.11.2023	5	7	26	29	35	1
14.11.2023	4	5	16	33	35	3
13.11.2023	3	14	21	25	28	3
12.11.2023	12	22	26	28	29	3
11.11.2023	8	15	19	21	32	3
10.11.2023	10	13	17	22	29	3
09.11.2023	3	13	15	16	34	1
08.11.2023	14	15	18	24	25	2
07.11.2023	1	12	17	24	27	1
06.11.2023	16	18	22	24	32	2
05.11.2023	4	10	11	29	30	2
04.11.2023	4	16	26	30	31	1
03.11.2023	4	7	13	28	35	1
02.11.2023	10	13	19	27	33	1
01.11.2023	4	15	23	26	31	2
